SB_UID,SB_UID,EXECBLOCKUID,STARTTIME,ENDTIME,QA0STATUS,SE_STATUS,SE_PROJECT_CODE,SE_ARRAYENTRY_ID,FINALCOMMENTID,COMENT,delta
uid://A001/X148/X107,uid://A001/X148/X107,uid://A002/X9d6f4c/X11b1,2015-04-06 02:20:42.621,2015-04-06 03:14:00.813,Pass,SUCCESS,2013.1.01312.S,763856,7280.0,QA0plus status: PASS (sky offset need closer check),0.888386666667
uid://A001/X148/X107,uid://A001/X148/X107,uid://A002/X9d6f4c/X14bb,2015-04-06 03:17:47.257,2015-04-06 04:11:10.255,Pass,SUCCESS,2013.1.01312.S,763856,7294.0,QA0plus status: PASS (no issues with sky found),0.889721666667
uid://A001/X145/X346,uid://A001/X145/X346,uid://A002/X9d6f4c/X14f2,2015-04-06 03:28:40.595,2015-04-06 04:48:23.440,Pass,SUCCESS,2013.1.00773.S,763901,7244.0,"QA0 Pass. DV01 and DA45 low coherence on some basebands.
",1.32856805556
uid://A001/X12e/X1e1,uid://A001/X12e/X1e1,uid://A002/X9d6f4c/X1b48,2015-04-06 05:00:47.729,2015-04-06 06:12:09.102,Pass,SUCCESS,2013.1.00276.S,763901,7299.0,"QA0plus status: PASS (PWV ~ 1.3mm. AmpCal used is Titan. 36 antennas, refant=DA54. DV01 may flag. Image final peak flux/rms is 0.19mJy/0.05mJy=3.8 ~36 on source. Resolution 1.09x0.90 in pa 86.4)",1.18927027778
uid://A001/X121/X4b3,uid://A001/X121/X4b3,uid://A002/X9cffbd/Xefe,2015-04-01 06:58:01.852,2015-04-01 07:58:23.149,Pass,SUCCESS,2013.1.00269.S,761614,7712.0,"--sagonzal:
QA0plus status: PASS
Refant: DA59
Amplitude Cal = J1733-130

primary beam FWHM  =  65.05 (arcsec)
resolution =  4.15 x 2.42 in pa   66.0
time on target =  33.22 (min)
peak on image  = 3380",1.00591583333
uid://A001/X147/X8f,uid://A001/X147/X8f,uid://A002/X9cffbd/X1194,2015-04-01 09:14:02.528,2015-04-01 09:49:35.213,SemiPass,SUCCESS,2013.1.00269.S,761657,19345.0,no ampcal within almost 2 days,0.5924125
uid://A001/X11f/Xa0,uid://A001/X11f/Xa0,uid://A002/X9cf0cd/X52a,2015-03-31 08:09:22.628,2015-03-31 08:51:04.480,Pass,SUCCESS,2013.1.00061.S,761217,7737.0,"QA0plus status: PASS
Refant: DA57
Amplitude Cal = Titan
Notes from plots:

primary beam FWHM  =  18.61 (arcsec)
resolution =  1.18 x 0.66 in pa  -83.1
time on target =   6.63 (min)
peak on image  = 21",0.694958888889
uid://A001/X11f/Xc,uid://A001/X11f/Xc,uid://A002/X9d26c8/X1226,2015-04-03 09:50:49.406,2015-04-03 10:41:02.352,Pass,SUCCESS,2013.1.00033.S,762526,7084.0,"QA0plus status: PASS (PWV ~0.5mm. AmpCal used is Titan. 37 antennas, refant=DA54. DA58 100% flagged due WCA is not locked. Image final peak flux/rms is 11.90mJy/0.12mJy=99.2 ~15 on source. Resolution ",0.836929444444
uid://A001/X12f/X30c,uid://A001/X12f/X30c,uid://A002/X9d355b/X262,2015-04-03 21:42:47.642,2015-04-03 22:39:15.006,Pass,SUCCESS,2013.1.01161.S,762821,7238.0,"Flux Calibrator not observed since January (itoledo)

Flux calibrator observed in Band 3 now!

QA0plus status: PASS (AmpCal used is J0334-401. 9 antennas, refant=CM02. Mosaic OK.Image final peak flux/",0.940934444444
uid://A001/X145/X3af,uid://A001/X145/X3af,uid://A002/X9d13e3/X9d2,2015-04-02 05:55:51.118,2015-04-02 07:06:34.311,Pass,SUCCESS,2013.1.01180.S,762059,7882.0,"QA0plus status: PASS (DA53 has bad tsys)
",1.17866472222
uid://A001/X122/X357,uid://A001/X122/X357,uid://A002/X9d26c8/X39a,2015-04-03 00:34:28.260,2015-04-03 01:56:34.891,Pass,SUCCESS,2013.1.00546.S,762402,7076.0,"QA0plus status: PASS (PWV ~2.3mm. AmpCal used is Ganymede. 38 antennas, refant=DA54. Mosaic OK. Image final peak flux/rms is 95.26mJy/8.07mJy=11.8. ~45 on source. Resolution 2.18x0.98 in pa -67.5)",1.36850861111
uid://A001/X122/X3c3,uid://A001/X122/X3c3,uid://A002/X9d26c8/Xc30,2015-04-03 05:43:00.149,2015-04-03 07:05:47.902,Pass,SUCCESS,2013.1.00293.S,762402,8894.0,"QA0plus status: PASS (PWV ~1.4mm. AmpCal can use from previous execution (session). 38 antennas, refant=DA54)
",1.37993138889
uid://A001/X147/X163,uid://A001/X147/X163,uid://A002/X9d13e3/X1243,2015-04-02 15:44:37.241,2015-04-02 16:15:25.903,SemiPass,SUCCESS,2013.1.00428.S,762215,7054.0,QA0plus status: ? (not enough antennas),0.513517222222
uid://A001/X13f/X4c,uid://A001/X13f/X4c,uid://A002/X9d355b/Xd6,2015-04-03 21:07:52.311,2015-04-03 22:09:15.695,Pass,SUCCESS,2013.1.00718.S,762768,7255.0,"QA0 could be PASS, but FLUX calibrator has not been observed since January (itoledo)

Flux calibrator observed in Band 3 now!

QA0plus status: PASS (PWV ~1.7mm. AmpCal used is J0334-401. 35 antennas, ",1.02316222222
uid://A001/X13f/X48,uid://A001/X13f/X48,uid://A002/X9d26c8/Xe8,2015-04-02 23:00:04.022,2015-04-02 23:02:09.537,Fail,FAIL,2013.1.00718.S,762402,7055.0,QA0plus status: FAIL (no data),0.0348652777778
uid://A001/X144/X26,uid://A001/X144/X26,uid://A002/X9d355b/Xfbf,2015-04-04 02:52:17.320,2015-04-04 04:08:02.513,Pass,SUCCESS,2013.1.00196.S,762912,7335.0,"BB4 affected by http://jira.alma.cl/browse/PRTSPR-11504.

DA58 should be flagged (not locking). DV01, DA45 noisier phase RMS. Pointing offsets seem big.
AQUA didn't produce summaries for CAL_ATMOSPHER",1.26255361111
uid://A001/X145/X15e,uid://A001/X145/X15e,uid://A002/X9d4710/X4de,2015-04-04 14:03:42.473,2015-04-04 15:08:07.711,Pass,FAIL,2013.1.00356.S,763085,7241.0,"QA0plus status: PASS (AmpCal used is Uranus. 8 antennas, refant=CM02.CM07 Tsys/Trec BB2/XX birdie @ channel 88.Image final peak flux/rms is 3.02mJy/0.81mJy=3.7 ~19 on source. Resolution 14.18x13.91 in",1.07367722222
uid://A001/X122/X346,uid://A001/X122/X346,uid://A002/X9d4710/X79a,2015-04-04 15:07:24.957,2015-04-04 16:27:43.283,Pass,SUCCESS,2013.1.00162.S,763100,7264.0,"QA0plus status: PASS (PWV ~1.3mm. AmpCal used is Neptune. 32 antennas, refant=DA54.Mosaic OK. Image final peak flux/rms is 1.43mJy/0.44mJy=3.3 ~54 on source. Resolution 11.34x0.78 in pa -64.0)",1.33842388889
uid://A001/X145/X15e,uid://A001/X145/X15e,uid://A002/X9d4710/X8e2,2015-04-04 15:28:34.952,2015-04-04 16:01:35.446,SemiPass,FAIL,2013.1.00356.S,763085,7161.0,QA0plus status: FAIL (no science),0.550137222222
uid://A001/X122/X2b2,uid://A001/X122/X2b2,uid://A002/X9d4710/X1fe0,2015-04-04 23:23:32.943,2015-04-05 00:44:56.815,Pass,SUCCESS,2013.1.01358.S,763301,7257.0,"DV01 showing low coherence.
First and third atmosphere scans show Trex with high RMS.",1.35663111111
uid://A001/X146/Xcc,uid://A001/X146/Xcc,uid://A002/X9d4710/X20b3,2015-04-04 23:40:17.180,2015-04-05 01:09:30.873,Pass,SUCCESS,2013.1.00214.S,763247,7239.0,"QA0 Pass.

QA0plus status: PASS (AmpCal used is Callisto. 8 antennas, refant=CM10. Mosaic OK. Image final peak flux/rms is 0.28mJy/0.06mJy=4.7 ~34 on source. Resolution 17.74x9.85 in pa 71.0) (jgarcia",1.48713694444
uid://A001/X145/X346,uid://A001/X145/X346,uid://A002/X9d4710/X244a,2015-04-05 00:45:55.505,2015-04-05 00:59:50.899,Fail,FAIL,2013.1.00773.S,763301,7162.0,No Science Intent,0.232053888889
uid://A001/X122/X492,uid://A001/X122/X492,uid://A002/X9d355b/X1aa6,2015-04-04 06:17:40.806,2015-04-04 06:22:23.810,Fail,FAIL,2013.1.00018.S,762977,7131.0,No Science Intent,0.0786122222222
uid://A001/X145/X346,uid://A001/X145/X346,uid://A002/X9d4710/X267e,2015-04-05 01:34:10.689,2015-04-05 02:57:36.245,Pass,SUCCESS,2013.1.00773.S,763350,7256.0,"QA0 Pass. DV01 and DA45 showing noisy phase RMS.

QA0plus status: PASS (PWV ~1.4mm. AmpCal used is Ganymede. 39 antennas, refant=DA59. Image final peak flux/rms is 1.02mJy/0.03mJy=34. ~47 on source. R",1.39043222222
uid://A001/X145/X346,uid://A001/X145/X346,uid://A002/X9d4710/X2a9e,2015-04-05 03:12:34.592,2015-04-05 04:32:59.411,Pass,SUCCESS,2013.1.00773.S,763350,7290.0,"QA0 Semipass:. 1 scan shows high Tsys for all antennas. Can the tables be regenerated? (itoledo)

QA0plus status: PASS (PWV ~1.3mm. AmpCal used is Ganymede. 39 antennas, refant=DA59. Image final peak ",1.3402275
uid://A001/X145/X15e,uid://A001/X145/X15e,uid://A002/X9d4710/Xa77,2015-04-04 16:09:03.426,2015-04-04 17:34:47.827,Pass,SUCCESS,2013.1.00356.S,763167,7240.0,"QA0plus status: PASS (AmpCal used is Mars. 7 antennas, refant=CM01. Mosaic OK.Tsys/Trec CM07 birdie inBB2. Image final peak flux/rms is 2.84mJy/0.69mJy=4.11 ~35 on source. Resolution 14.71x11.65 in pa",1.42900027778
uid://A001/X121/X481,uid://A001/X121/X481,uid://A002/X9d4710/X3735,2015-04-05 08:31:16.778,2015-04-05 09:09:35.240,Pass,SUCCESS,2013.1.00271.S,763350,7237.0,"QA0plus status: PASS (PWV ~ 1.4mm. AmpCal used is Titan. 39 antennas, refant=DA59. Image final peak flux/rms is 3.96mJy/0.18mJy=22. ~9 on source. Resolution 1.32x1.09 in pa -88.4)
Execution fraction 2",0.638461666667
uid://A001/X145/X15e,uid://A001/X145/X15e,uid://A002/X9d4710/X48fc,2015-04-05 16:40:28.827,2015-04-05 16:48:07.365,Fail,FAIL,2013.1.00356.S,763660,7206.0,QA0plus status: FAIL (only first scan),0.127371666667
uid://A001/X146/X4a,uid://A001/X146/X4a,uid://A002/X9d4710/X4bd5,2015-04-05 18:43:04.374,2015-04-05 18:47:52.745,Fail,FAIL,2013.1.01119.S,763715,7211.0,QA0plus status: FAIL (no data),0.0801030555556
uid://A001/X148/X106,uid://A001/X148/X106,uid://A002/X9d6f4c/X1ba9,2015-04-06 05:06:03.862,2015-04-06 05:58:14.429,Pass,SUCCESS,2013.1.01312.S,763856,7278.0,QA0plus status: PASS (no issues with sky found),0.869601944444
uid://A002/X9a055b/X19,uid://A002/X9a055b/X19,uid://A002/X9d6f4c/X1fb2,2015-04-06 05:58:44.123,2015-04-06 06:46:06.805,Pass,SUCCESS,2013.1.00857.S,763856,7282.0,"QA0plus status: PASS (no issues with sky found)
No science SB observed during the night for this project!",0.789633888889
uid://A001/X145/X346,uid://A001/X145/X346,uid://A002/X9d355b/Xba2,2015-04-04 01:09:19.308,2015-04-04 02:32:31.552,Pass,SUCCESS,2013.1.00773.S,762892,7317.0,"BB4 affected by http://jira.alma.cl/browse/PRTSPR-11504
DV10, DA46, pointing offsets big.
DV01, DA45, phase RMS is noiser in several scans.
PM04, BB4 Sideband Gain outside spec.
(itoledo)",1.38673444444
uid://A001/X144/X26,uid://A001/X144/X26,uid://A002/X9d355b/X135b,2015-04-04 04:08:47.406,2015-04-04 05:24:50.035,Pass,SUCCESS,2013.1.00196.S,762912,7334.0,"BB4 affected by http://jira.alma.cl/browse/PRTSPR-11504.

DA58 should be flagged (not locking). DV01, DA45 noisier phase RMS. Pointing offsets seem big. AQUA didn't produce summaries for CAL_ATMOSPHER",1.26739694444
uid://A001/X13b/X3a,uid://A001/X13b/X3a,uid://A002/X9d4710/X1910,2015-04-04 21:14:20.244,2015-04-04 22:15:10.122,Pass,SUCCESS,2013.1.00584.S,763247,7259.0,"QA0plus status: PASS (AmpCal used is J0510+180. 8 antennas, refant=CM10. Mosaic OK.Tsys CM09 higher temperature. Image final peak flux/rms is 0.28mJy/0.06mJy=4.7 ~22 on source. Resolution 17.18x13.76 ",1.013855
uid://A001/X11f/Xa0,uid://A001/X11f/Xa0,uid://A002/X9d4710/X319d,2015-04-05 06:21:11.750,2015-04-05 06:38:41.722,Fail,ABORTED,2013.1.00061.S,763350,7167.0,QA0 Fail: this was a test for ICT-3520,0.291658888889
uid://A001/X120/Xc9,uid://A001/X120/Xc9,uid://A002/X9d4710/X3225,2015-04-05 06:41:04.913,2015-04-05 07:21:38.514,Pass,SUCCESS,2013.1.00278.S,763350,7200.0,"QA0 Pass.
DA58 not locking.
",0.676000277778
uid://A001/X12f/X99,uid://A001/X12f/X99,uid://A002/X9d4710/X390d,2015-04-05 09:12:05.762,2015-04-05 09:15:56.467,Fail,ABORTED,2013.1.01365.S,763350,7169.0,No Science Intent. Was not supposed to run. Aborted.,0.0640847222222
uid://A001/X120/Xcf,uid://A001/X120/Xcf,uid://A002/X9d355b/X1e05,2015-04-04 07:34:20.234,2015-04-04 08:15:25.921,Pass,SUCCESS,2013.1.00278.S,762998,7265.0,"QA0plus status: PASS (PWV ~0.9mm. AmpCal used is Titan. 37 antennas, refant=DA59.Mosaic OK. Image final peak flux/rms is 2535.27mJy/25.03mJy=101.3 ~14 on source. Resolution 0.82x0.63 in pa -86.4)",0.684913055556
uid://A001/X122/X15a,uid://A001/X122/X15a,uid://A002/X9d355b/X1e06,2015-04-04 07:34:21.918,2015-04-04 10:25:24.292,SemiPass,FAIL,2013.1.01058.S,762958,7176.0,"QA0plus status: PASS (Good to scan 14!  incomplete Mosaic. AmpCal used is Titan. 9 antennas, refant=CM02.Image final peak flux/rms is 147.38mJy/47.58mJy=3.1 ~6 on source. Resolution 4.41x3.10 in pa 57",2.85065944444
uid://A001/X12f/X2ce,uid://A001/X12f/X2ce,uid://A002/X9d4710/X2c5f,2015-04-05 03:46:08.100,2015-04-05 05:00:22.029,Pass,SUCCESS,2013.1.00195.S,763390,7199.0,QA0 Pass.,1.2372025
uid://A001/X120/Xcc,uid://A001/X120/Xcc,uid://A002/X9d4710/X330d,2015-04-05 07:22:28.909,2015-04-05 08:04:39.413,Pass,SUCCESS,2013.1.00278.S,763350,7201.0,"QA0plus status: PASS (PWV ~1.2mm. AmpCal used is Titan. 39 antennas, refant=DA59. DA58 100% flagged due WCA is not locked. Image final peak flux/rms is 4735.31mJy/30.08mJy=157.4 ~14 on source. Resolut",0.702917777778
uid://A001/X121/X112,uid://A001/X121/X112,uid://A002/X9d355b/X1858,2015-04-04 05:37:14.094,2015-04-04 06:10:34.773,Pass,SUCCESS,2013.1.00157.S,762912,7313.0,BB4 affected by http://jira.alma.cl/browse/PRTSPR-11504 (itoledo),0.555744166667
uid://A001/X122/X357,uid://A001/X122/X357,uid://A002/X9d4710/X1a57,2015-04-04 21:39:44.907,2015-04-04 22:56:03.787,Pass,SUCCESS,2013.1.00546.S,763301,7269.0,"QA0 Semipass because of the two scans with Trex issues.
If the tables can be regenerated maybe it could be set to QA0 Pass?
DV01 noisy coherence in BB 2 and 4.

Data fixed! QA0plus status: 
PASS (PWV ",1.27191111111
uid://A001/X122/X309,uid://A001/X122/X309,uid://A002/X9d4710/X3428,2015-04-05 07:37:05.039,2015-04-05 09:11:38.146,Pass,SUCCESS,2013.1.01035.S,763390,7236.0,"QA0plus status: PASS (AmpCal used is Titan. 8 antennas, refant=CM10. Pointing OK. CM07 higher Trec. Image final peak flux/rms is 27.1mJy/2.31mJy=11.7 ~30 on source. Resolution 6.22x3.96 in pa 52.5)",1.57586305556
uid://A001/X12f/X9b,uid://A001/X12f/X9b,uid://A002/X9d4710/X3e49,2015-04-05 11:58:41.188,2015-04-05 13:31:16.631,Pass,SUCCESS,2013.1.01365.S,763521,7235.0,"QA0plus status: PASS (AmpCal used is Neptune. 7 antennas, refant=CM10. Mosaic OK. Image final peak flux/rms is 43.42mJy/5.44mJy=8. ~32 on source. Resolution 7.21x5.32 in pa -74.1)",1.54317861111
uid://A001/X121/X4c5,uid://A001/X121/X4c5,uid://A002/X9d4710/X3e92,2015-04-05 12:13:33.297,2015-04-05 13:29:05.600,Pass,SUCCESS,2013.1.00248.S,763537,7261.0,"QA0plus status: PASS (PWV ~ 1.4mm. AmpCal used is Neptune. 39 antennas, refant=DA54. DV07 bad Tsys/Trec BB1.Image final peak flux/rms is 41.39mJy/1.78mJy=23.3 ~36 on source. Resolution 1.90x0.89 in pa",1.25897305556
uid://A001/X12f/X2b5,uid://A001/X12f/X2b5,uid://A002/X9d4710/X142e,2015-04-04 19:15:52.123,2015-04-04 20:38:16.834,Pass,SUCCESS,2013.1.00532.S,763100,7262.0,"QA0plus status: PASS (PWV ~1.8mm. AmpCal used is Mars. 32 antennas, refant=DA54.Mosaic complete. Image final peak flux/rms is 0.76mJy/0.19mJy=4. ~47 on source. Resolution 5.15x2.36 in pa -57.3)
Execut",1.37353083333
uid://A001/X13b/X3a,uid://A001/X13b/X3a,uid://A002/X9d4710/X16ba,2015-04-04 20:01:01.462,2015-04-04 21:12:23.409,Pass,SUCCESS,2013.1.00584.S,763247,7260.0,QA0 Pass. ,1.18942972222
uid://A001/X122/Xb1,uid://A001/X122/Xb1,uid://A002/X9d26c8/X1413,2015-04-03 10:55:49.355,2015-04-03 11:39:41.676,Pass,SUCCESS,2013.1.00960.S,762526,7064.0,"QA0plus status: PASS (PWV ~0.6mm. AmpCal used is Titan. 37 antennas, refant=DA54. DA58 100% flagged due WCA is not locked. Image final peak flux/rms is 153.14mJy/5.66mJy=27.1 ~3 on source. Resolution ",0.731200277778
uid://A001/X12f/X2ce,uid://A001/X12f/X2ce,uid://A002/X9d355b/X15e1,2015-04-04 04:49:44.026,2015-04-04 05:58:50.561,Pass,SUCCESS,2013.1.00195.S,762958,7132.0,"QA0 Pass. AQUA has not been able to produce again atmospheric summaries.(itoledo)

QA0plus status: PASS (AmpCal used is J1550+054. 9 antennas, refant=CM02.Image final peak flux/rms is 1.55mJy/0.19mJy=",1.15181527778
uid://A001/X13e/X1ef,uid://A001/X13e/X1ef,uid://A002/X9d355b/X20d1,2015-04-04 08:29:50.095,2015-04-04 09:35:37.154,Pass,SUCCESS,2013.1.00618.S,762998,7177.0,"QA0plus status: PASS (PWV ~1.mm. AmpCal used is Titan. 37 antennas, refant=DA59.Mosaic OK. Image final peak flux/rms is 20.71mJy/0.37mJy=3.9 ~4 on source. Resolution 1.41x1.08 in pa 75.7)",1.09640527778
uid://A001/X196/X46,uid://A001/X196/X46,uid://A002/X9d355b/X2282,2015-04-04 09:38:41.066,2015-04-04 09:43:39.054,Fail,FAIL,2013.1.00726.S,762998,7105.0,QA0plus status: FAIL (no science),0.0827744444444
uid://A001/X136/X5c,uid://A001/X136/X5c,uid://A002/X9d355b/X4cd,2015-04-03 22:29:30.898,2015-04-03 22:34:30.350,Fail,FAIL,2013.1.00710.S,762805,7094.0,QA0plus status: FAIL (no science),0.0831811111111
uid://A001/X12f/X30b,uid://A001/X12f/X30b,uid://A002/X9d355b/X538,2015-04-03 22:41:38.133,2015-04-03 23:24:53.033,Pass,SUCCESS,2013.1.01161.S,762805,7254.0,"Flux calibrator has no been observed since January.
DV01: low coherence in both pol, BB_1, 2 and 4. (itoledo)

Flux calibrator observed in Band 3 now!

QA0plus status: PASS (PWV ~2.mm. AmpCal used is ",0.720805555556
uid://A001/X13f/X48,uid://A001/X13f/X48,uid://A002/X9d4710/Xf9a,2015-04-04 17:58:22.824,2015-04-04 19:02:34.738,Pass,SUCCESS,2013.1.00718.S,763100,7263.0,"QA0plus status: PASS (PWV ~1.8mm. AmpCal used is Uranus. 32 antennas, refant=DA54.Mosaic complete. Image final peak flux/rms is 0.38mJy/0.1mJy=3.8 ~29 per source. Resolution 1.33x0.92 in pa -88.8)",1.06997611111
uid://A001/X13b/X3a,uid://A001/X13b/X3a,uid://A002/X9d4710/X1d46,2015-04-04 22:38:05.793,2015-04-04 23:38:45.323,Pass,SUCCESS,2013.1.00584.S,763247,7258.0,QA0 Pass,1.01098055556
uid://A001/X122/X346,uid://A001/X122/X346,uid://A002/X9d4710/X282,2015-04-04 13:22:24.560,2015-04-04 14:42:52.565,Pass,SUCCESS,2013.1.00162.S,763100,7242.0,"QA0plus status: PASS (PWV ~1.mm. AmpCal used is Neptune. 32 antennas, refant=DA54.Mosaic OK. Image final peak flux/rms is 1.16mJy/0.30mJy=3.9 ~54 on source. Resolution 1.10x0.85 in pa -79.1)",1.3411125
uid://A001/X146/X4c,uid://A001/X146/X4c,uid://A002/X9d4710/X4734,2015-04-05 16:01:48.486,2015-04-05 16:55:51.581,Pass,SUCCESS,2013.1.01119.S,763581,7234.0,"QA0plus status: PASS (PWV ~ 1.4mm. AmpCal used is Uranus. 34 antennas, refant=DA54. Mosaic OK. PM04 higher Tsys BB4/XX. Image final peak flux/rms is 0.55mJy/0.14mJy=3.9 ~25 on source. Resolution 1.29x",0.900859722222
uid://A001/X12f/X28a,uid://A001/X12f/X28a,uid://A002/X9d355b/X634,2015-04-03 22:53:14.567,2015-04-03 23:29:12.021,Fail,FAIL,2013.1.00287.S,762821,7121.0,No Science Intent,0.599292777778
uid://A001/X120/Xbe,uid://A001/X120/Xbe,uid://A002/X9d355b/X1aa5,2015-04-04 06:16:43.936,2015-04-04 07:32:07.413,Pass,SUCCESS,2013.1.00278.S,762958,7267.0,"QA0plus status: PASS (AmpCal used is Titan. 9 antennas, refant=CM02.Image final peak flux/rms is 4894.03mJy/91.49mJy=53.5 ~25 on source. Resolution 4.60x3.43 in pa 70.4)",1.25652138889
uid://A001/X12f/X9a,uid://A001/X12f/X9a,uid://A002/X9d4710/X392c,2015-04-05 09:16:26.242,2015-04-05 10:16:28.445,Pass,FAIL,2013.1.01365.S,763350,7202.0,"QA0plus status: PASS (Good until scan21! PWV ~ 1.5mm. AmpCal used is Titan. 39 antennas, refant=DA59. Mosaic OK.Tsys DV07 bad BB1, several antennas with high Trec. Image final peak flux/rms is 0.05mJy",1.00061194444
uid://A001/X12f/X9a,uid://A001/X12f/X9a,uid://A002/X9d4710/X3b4c,2015-04-05 10:38:15.131,2015-04-05 11:49:54.454,Pass,SUCCESS,2013.1.01365.S,763350,7214.0,"QA0plus status: PASS (PWV ~ 1.5mm. AmpCal used is Titan. 39 antennas, refant=DA59. Mosaic completed. DV07 bad Tsys/Trec BB1.Several antennas have higher Trec) ",1.19425638889
uid://A001/X13b/X3a,uid://A001/X13b/X3a,uid://A002/X9d6f4c/X1a0,2015-04-05 21:05:44.094,2015-04-05 22:06:52.465,Pass,SUCCESS,2013.1.00584.S,763782,7286.0,"QA0plus status: PASS (AmpCal used is J0510+180. 8 antennas, refant=CM10. Mosaic OK. Image final peak flux/rms is 0.28mJy/0.07mJy=4. ~22 on source. Resolution 17.84x14.71 in pa 5.3)",1.01899194444
uid://A001/X122/X2b2,uid://A001/X122/X2b2,uid://A002/X9d6f4c/X9d9,2015-04-06 00:12:27.452,2015-04-06 01:33:15.440,Pass,SUCCESS,2013.1.01358.S,763800,7287.0,"QA0plus status: PASS (PWV ~ 1.9mm. AmpCal used is Ganymede. 37 antennas, refant=DA54. Mosaic OK. Image final peak flux/rms is 0.80.mJy/0.26mJy=3.1 ~45 on source. Resolution 1.70x1.13 in pa -88.8)",1.34666333333
uid://A001/X145/X346,uid://A001/X145/X346,uid://A002/X9d4710/X25b7,2015-04-05 01:19:49.833,2015-04-05 01:25:02.255,Fail,FAIL,2013.1.00773.S,763347,7163.0,No Science Intent,0.0867838888889
uid://A001/X136/X5b,uid://A001/X136/X5b,uid://A002/X9d6f4c/X47e,2015-04-05 22:20:45.922,2015-04-05 22:26:13.086,Fail,FAIL,2013.1.00710.S,763816,7276.0,QA0plus status: FAIL (no science),0.0908788888889
uid://A001/X136/X5c,uid://A001/X136/X5c,uid://A002/X9d6f4c/X515,2015-04-05 22:28:59.352,2015-04-05 22:48:36.381,Fail,FAIL,2013.1.00710.S,763816,7283.0,QA0plus status: FAIL (no science),0.3269525
uid://A001/X120/Xd5,uid://A001/X120/Xd5,uid://A002/X9d26c8/Xee0,2015-04-03 07:26:29.618,2015-04-03 08:16:16.660,Pass,SUCCESS,2013.1.00278.S,762402,7063.0,"QA0plus status: PASS (PWV ~1.mm. AmpCal used is Titan. 38 antennas, refant=DA54. DA58 100% flagged due WCA is not locked. Image final peak flux/rms is 2616.01mJy/19.8mJy=132.1 ~20 on source. Resolutio",0.829733888889
uid://A001/X146/X4a,uid://A001/X146/X4a,uid://A002/X9d4710/X4ad6,2015-04-05 17:39:40.996,2015-04-05 17:52:27.123,Fail,FAIL,2013.1.01119.S,763680,7209.0,QA0plus status: FAIL (no science),0.212813055556
uid://A001/X122/X357,uid://A001/X122/X357,uid://A002/X9d6f4c/X154,2015-04-05 20:56:55.840,2015-04-05 22:13:20.784,Pass,SUCCESS,2013.1.00546.S,763774,7281.0,"QA0plus status: PASS (PWV ~ 1.4mm. AmpCal used is J0423-013. 40 antennas, refant=DA59. Mosaic OK. DV01 may flag. Image final peak flux/rms is 62.29mJy/3.82mJy=16.3 ~45 on source. Resolution 1.34x0.96 ",1.27359555556
uid://A001/X122/X346,uid://A001/X122/X346,uid://A002/X9d4710/Xb61,2015-04-04 16:35:06.562,2015-04-04 17:43:29.767,SemiPass,FAIL,2013.1.00162.S,763100,7180.0,"QA0plus status: PASS (PWV ~1.4mm. AmpCal used is Neptune. 32 antennas, refant=DA54.Mosaic incomplete 78/103. Image final peak flux/rms is 1.59mJy/0.44mJy=3.6 ~41 per source. Resolution 1.87x0.74 in pa",1.13977916667
uid://A001/X136/X5c,uid://A001/X136/X5c,uid://A002/X9d4710/X1e0a,2015-04-04 22:56:49.115,2015-04-04 23:01:59.785,Fail,FAIL,2013.1.00710.S,763301,7181.0,QA0plus status: FAIL (no science),0.0862972222222
uid://A001/X120/Xcc,uid://A001/X120/Xcc,uid://A002/X9d355b/X1aec,2015-04-04 06:26:45.492,2015-04-04 07:06:47.725,Pass,SUCCESS,2013.1.00278.S,762977,7336.0,"BB4 affected by http://jira.alma.cl/browse/PRTSPR-11504
(itoledo)",0.667286944444
uid://A001/X145/X346,uid://A001/X145/X346,uid://A002/X9d4710/X2e6d,2015-04-05 04:36:50.011,2015-04-05 06:00:16.715,Pass,SUCCESS,2013.1.00773.S,763350,7266.0,"QA0 Semipass: 1 scan shows negative Trex for all antennas. Can the table be regenerated? (itoledo)

Data fixed!

QA0plus status: PASS (PWV ~ 1.2mm. AmpCal used is Titan. 39 antennas, refant=DA59. DV07",1.39075111111
uid://A001/X13f/X48,uid://A001/X13f/X48,uid://A002/X9d26c8/Xe9,2015-04-02 23:07:56.571,2015-04-03 00:12:02.395,Pass,SUCCESS,2013.1.00718.S,762402,7061.0,"All OK.
QA0plus status: PASS (PWV ~3.mm variable. AmpCal used is Ganymede. 38 antennas, refant=DA54. Mosaic OK. Image final peak flux/rms is 0.89mJy/0.22mJy=4. ~29 on source. Resolution 2.50x0.92 in p",1.06828444444
uid://A001/X146/X4a,uid://A001/X146/X4a,uid://A002/X9d4710/X4b26,2015-04-05 18:11:55.693,2015-04-05 18:17:17.882,Fail,FAIL,2013.1.01119.S,763680,7210.0,QA0plus status: FAIL (no data),0.0894969444444
uid://A001/X13f/Xf9,uid://A001/X13f/Xf9,uid://A002/X9d26c8/X8c5,2015-04-03 03:28:29.691,2015-04-03 03:50:45.481,Pass,SUCCESS,2013.1.00661.S,762402,7077.0,"QA0plus status: PASS (PWV ~1.7mm. AmpCal used is J1107-448. 38 antennas, refant=DA54. Image final peak flux/rms is 19864.39mJy/119.mJy=166.9 ~3 on source. Resolution 1.36x1.16 in pa 61.8)",0.371052777778
